h3_polyfill,index,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER,geometry,LAT,LONG,opt_tilt
8329b2fffffffff,35,4,1779777,0400000US04,4,AZ,Arizona,0,2.94199E+11,1027337603,"POLYGON ((-112.00568347042538 34.565480524774415, -111.5756629202815 35.12917634403376, -111.96235777597163 35.70493980448009, -112.78277195801917 35.71463913078842, -113.20792162017284 35.14928103888812, -112.8176536835722 34.575886786292635, -112.00568347042538 34.565480524774415))",35.14077401,-112.391802,35
8348ebfffffffff,35,4,1779777,0400000US04,4,AZ,Arizona,0,2.94199E+11,1027337603,"POLYGON ((-110.86788520380775 32.81469754997514, -110.43815463973584 33.380106099267024, -110.8135831654653 33.96659210942723, -111.62272575497785 33.98532502644073, -112.04812930193184 33.41801967579074, -111.66883788254948 32.833880731688275, -110.86788520380775 32.81469754997514))",33.40065122,-111.2430699,31
832995fffffffff,35,4,1779777,0400000US04,4,AZ,Arizona,0,2.94199E+11,1027337603,"POLYGON ((-113.17693905374581 36.283321028652246, -112.74715944354234 36.84460537767902, -113.1453039957422 37.408199767522504, -113.97660173610183 37.408121995315796, -114.4009364165361 36.84539669596593, -113.99954869994481 36.284189314860356, -113.17693905374581 36.283321028652246))",36.8465061,-113.5741499,35
8348cbfffffffff,35,4,1779777,0400000US04,4,AZ,Arizona,0,2.94199E+11,1027337603,"POLYGON ((-109.49663922433255 35.64224051313173, -109.04849433563587 36.19381685703768, -109.42657571411691 36.773804220096835, -110.25748485653355 36.80019706117427, -110.70158839216803 36.246713953076686, -110.31895427278583 35.66874988288662, -109.49663922433255 35.64224051313173))",36.2217901,-109.8748736,35
8329b6fffffffff,35,4,1779777,0400000US04,4,AZ,Arizona,0,2.94199E+11,1027337603,"POLYGON ((-112.04812930193184 33.41801967579074, -111.62272575497785 33.98532502644073, -112.00568347042538 34.565480524774415, -112.8176536835722 34.575886786292635, -113.23827165842255 34.00686720358983, -112.85182686097028 33.4291562613683, -112.04812930193184 33.41801967579074))",33.99766728,-112.4305073,32
8348e9fffffffff,35,4,1779777,0400000US04,4,AZ,Arizona,0,2.94199E+11,1027337603,"POLYGON ((-112.08972175839837 32.26340405474401, -111.66883788254948 32.833880731688275, -112.04812930193184 33.41801967579074, -112.85182686097028 33.4291562613683, -113.26800832642184 32.85690516760766, -112.88531283853715 32.27529232834337, -112.08972175839837 32.26340405474401))",32.84699272,-112.4684306,32
8348eafffffffff,35,4,1779777,0400000US04,4,AZ,Arizona,0,2.94199E+11,1027337603,"POLYGON ((-109.69840479857707 32.19761368713526, -109.2648050608792 32.76095001402531, -109.6325113148718 33.35331274817626, -110.43815463973584 33.380106099267024, -110.86788520380775 32.81469754997514, -110.49596037119493 32.22457225147603, -109.69840479857707 32.19761368713526))",32.78942617,-110.0661957,32
832a13fffffffff,39,34,1779795,0400000US34,34,NJ,New Jersey,0,19047825980,3544860246,"POLYGON ((-74.50161701105772 40.53584314350223, -75.21179081645725 40.21004129128599, -75.17327401139909 39.61267560898982, -74.44277493761697 39.34056938395393, -73.74080399827862 39.65818400040401, -73.76110412141598 40.255981507016436, -74.50161701105772 40.53584314350223))",39.93769601,-74.47196237,35
832a85fffffffff,40,24,1714934,0400000US24,24,MD,Maryland,0,25151100280,6979966958,"POLYGON ((-78.86672238076726 40.315146920899984, -79.54242045141177 39.96437928527365, -79.45016220345619 39.37138128434728, -78.69981411751283 39.12708560115556, -78.02970892851182 39.46910164634319, -78.10427143231793 40.064060432001234, -78.86672238076726 40.315146920899984))",39.72066181,-78.78214413,34
832aa9fffffffff,40,24,1714934,0400000US24,24,MD,Maryland,0,25151100280,6979966958,"POLYGON ((-75.81959124682997 38.6967135553187, -76.494396522905 38.37087421973938, -76.44182063194287 37.78870151370383, -75.73122117927622 37.53138461067896, -75.06331695265312 37.84906886797823, -75.0990713078559 38.43212122694131, -75.81959124682997 38.6967135553187))",38.11352294,-75.77493653,33
832aa8fffffffff,40,24,1714934,0400000US24,24,MD,Maryland,0,25151100280,6979966958,"POLYGON ((-76.6034992237302 39.5496023466371, -77.2850167275602 39.21538689141199, -77.2218041649326 38.62665557543465, -76.494396522905 38.37087421973938, -75.81959124682997 38.6967135553187, -75.86542858246044 39.286604609882495, -76.6034992237302 39.5496023466371))",38.95973309,-76.54830529,35
832b13fffffffff,41,23,1779787,0400000US23,23,ME,Maine,0,79887426037,11746549764,"POLYGON ((-68.96940162375402 47.123424400841614, -69.8263695336896 46.81640842290411, -69.85993944778377 46.17620657510125, -69.06056168917466 45.844655190088524, -68.21837386015429 46.1439666099275, -68.16086988228314 46.782402710282284, -68.96940162375402 47.123424400841614))",46.48369327,-69.01616943,41
832b18fffffffff,41,23,1779787,0400000US23,23,ME,Maine,0,79887426037,11746549764,"POLYGON ((-67.50096063823571 45.169864572817275, -68.32855158299449 44.87797629422123, -68.38135851172929 44.25066933287382, -67.62837396938463 43.9173809814195, -66.8151651244427 44.202117735640144, -66.74066220343661 44.82717472085878, -67.50096063823571 45.169864572817275))",44.5432556,-67.56612044,39
832b1efffffffff,41,23,1779787,0400000US23,23,ME,Maine,0,79887426037,11746549764,"POLYGON ((-68.21837386015429 46.1439666099275, -69.06056168917466 45.844655190088524, -69.1042100276903 45.2107124799223, -68.32855158299449 44.87797629422123, -67.50096063823571 45.169864572817275, -67.43452724379385 45.80178682562051, -68.21837386015429 46.1439666099275))",45.51061363,-68.27479454,40
832b1afffffffff,41,23,1779787,0400000US23,23,ME,Maine,0,79887426037,11746549764,"POLYGON ((-69.1042100276903 45.2107124799223, -69.92424926378267 44.90680391742177, -69.95506755076666 44.27784933847793, -69.18790846746619 43.95432744888113, -68.38135851172929 44.25066933287382, -68.32855158299449 44.87797629422123, -69.1042100276903 45.2107124799223))",44.58212437,-69.14712257,40
832ba9fffffffff,41,23,1779787,0400000US23,23,ME,Maine,0,79887426037,11746549764,"POLYGON ((-70.71418619606771 45.229126018979244, -71.52532314965413 44.91338231335062, -71.53395847884435 44.283395040976266, -70.75368160053975 43.97005800353859, -69.95506755076666 44.27784933847793, -69.92424926378267 44.90680391742177, -70.71418619606771 45.229126018979244))",44.59917733,-70.73459811,39
832badfffffffff,41,23,1779787,0400000US23,23,ME,Maine,0,79887426037,11746549764,"POLYGON ((-69.85993944778377 46.17620657510125, -70.69358712389689 45.864457127521554, -70.71418619606771 45.229126018979244, -69.92424926378267 44.90680391742177, -69.1042100276903 45.2107124799223, -69.06056168917466 45.844655190088524, -69.85993944778377 46.17620657510125))",45.54112208,-69.8930063,40
832a33fffffffff,46,44,1219835,0400000US44,44,RI,Rhode Island,0,2677779902,1323670487,"POLYGON ((-71.55848333948539 42.41792704359448, -72.31638457936062 42.10438651576245, -72.31417418594337 41.49301815602842, -71.57377195480382 41.195725190458525, -70.82648386797122 41.50141220674926, -70.80900570557183 42.1121293062945, -71.55848333948539 42.41792704359448))",41.80634684,-71.56653302,37
832a9afffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-84.13199405101003 38.032905636398276, -84.73364476676882 37.666899981758796, -84.58516703208812 37.09958889681993, -83.85003233713478 36.894645861993595, -83.25051816145493 37.25186558288731, -83.38386700128422 37.82273122454241, -84.13199405101003 38.032905636398276))",37.46343652,-83.98905004,33
83266afffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-87.25311694478664 37.21205136645072, -86.74629677784779 37.64102205589805, -86.97257510863982 38.24185184594184, -87.71532343105065 38.41574842279609, -88.22665315287705 37.984920495276356, -87.99076359407903 37.38207405857688, -87.25311694478664 37.21205136645072))",37.81379806,-87.48499992,33
83264cfffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-87.52877390017805 36.17137689985006, -87.0268456586737 36.60770391373693, -87.25311694478664 37.21205136645072, -87.99076359407903 37.38207405857688, -88.49702860313926 36.9437782958204, -88.26134934148168 36.33744919212107, -87.52877390017805 36.17137689985006))",36.77659241,-87.76051452,32
832669fffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-85.08696804087774 36.681622865275074, -84.58516703208812 37.09958889681993, -84.73364476676882 37.666899981758796, -85.48318195930669 37.867892528243566, -85.68014310532041 37.74418929486582, -86.01789398947616 37.46379401526499, -85.80111290981188 36.861666190339605, -85.08696804087774 36.681622865275074))",37.27964341,-85.29382887,33
83266dfffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-85.04131071030116 38.81477903159843, -85.64463567093796 38.43984554106044, -85.48318195930669 37.867892528243566, -84.73364476676882 37.666899981758796, -84.13199405101003 38.032905636398276, -84.27805490252695 38.60875013059671, -85.04131071030116 38.81477903159843))",38.24054903,-84.88529185,33
83266bfffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-86.30321265174138 36.43452708675165, -85.80111290981188 36.861666190339605, -86.01789398947616 37.46379401526499, -86.74629677784779 37.64102205589805, -87.25311694478664 37.21205136645072, -87.0268456586737 36.60770391373693, -86.30321265174138 36.43452708675165))",37.03764491,-86.52564873,33
832a98fffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-82.76859156459132 38.18305456321915, -83.38386700128422 37.82273122454241, -83.25051816145493 37.25186558288731, -82.51730567420641 37.0380908907069, -81.90495827227049 37.38966181159207, -82.02277338234296 37.96367178694049, -82.76859156459132 38.18305456321915))",37.6101891,-82.64121124,33
832a9efffffffff,47,21,1779786,0400000US21,21,KY,Kentucky,0,1.02279E+11,2375337755,"POLYGON ((-83.66027743483397 38.977984494053196, -84.27805490252695 38.60875013059671, -84.13199405101003 38.032905636398276, -83.38386700128422 37.82273122454241, -82.76859156459132 38.18305456321915, -82.89880301993625 38.76237622077588, -83.66027743483397 38.977984494053196))",38.40001819,-83.52011638,33
832a90fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-84.10098314612456 40.743488594522496, -84.73805142411926 40.36220275785906, -84.58095168189637 39.77348386585655, -83.8035743654918 39.56222019439378, -83.16892327137472 39.93432380888241, -83.3090726700442 40.526783155073126, -84.10098314612456 40.743488594522496))",40.15256573,-83.95009133,35
832ab3fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-82.12251259692785 41.87847668738884, -82.79333384406097 41.50185138172187, -82.65675622724562 40.90136225917497, -81.86750279548116 40.674246416073814, -81.20053412987325 41.04162976132059, -81.31882164973817 41.64527030279076, -82.12251259692785 41.87847668738884))",41.27602515,-81.99311891,35
832a91fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-83.16892327137472 39.93432380888241, -83.8035743654918 39.56222019439378, -83.66027743483397 38.977984494053196, -82.89880301993625 38.76237622077588, -82.26705878743627 39.12545066120517, -82.39374132585091 39.71307115480019, -83.16892327137472 39.93432380888241))",39.34801063,-83.0319214,35
832a86fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-81.20053412987325 41.04162976132059, -81.86750279548116 40.674246416073814, -81.74478029600353 40.07851054514274, -80.97281170358137 39.84726423792644, -80.31014656201951 40.20558385007028, -80.41502178338506 40.80411255218103, -81.20053412987325 41.04162976132059))",40.44406481,-81.08503451,34
832a82fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-81.74478029600353 40.07851054514274, -82.39374132585091 39.71307115480019, -82.26705878743627 39.12545066120517, -81.50832206153967 38.90024656500459, -80.86316038688348 39.25671721647278, -80.97281170358137 39.84726423792644, -81.74478029600353 40.07851054514274))",39.48899488,-81.62487077,34
832a95fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-82.65675622724562 40.90136225917497, -83.3090726700442 40.526783155073126, -83.16892327137472 39.93432380888241, -82.39374132585091 39.71307115480019, -81.74478029600353 40.07851054514274, -81.86750279548116 40.674246416073814, -82.65675622724562 40.90136225917497))",40.30687838,-82.52332898,35
832ab1fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-80.63300923845013 42.01414063841924, -81.31882164973817 41.64527030279076, -81.20053412987325 41.04162976132059, -80.41502178338506 40.80411255218103, -79.73406932047651 41.163833989516235, -79.8336450098895 41.77011590418046, -80.63300923845013 42.01414063841924))",41.40874705,-80.52242988,34
832a93fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-84.58095168189637 39.77348386585655, -85.20075493173837 39.39519133280045, -85.04131071030116 38.81477903159843, -84.27805490252695 38.60875013059671, -83.66027743483397 38.977984494053196, -83.8035743654918 39.56222019439378, -84.58095168189637 39.77348386585655))",39.19082714,-84.42731351,34
832a94fffffffff,48,39,1085497,0400000US39,39,OH,Ohio,0,1.05829E+11,10268850702,"POLYGON ((-83.60019678206457 41.72421452886994, -84.25536632224457 41.34033600387873, -84.10098314612456 40.743488594522496, -83.3090726700442 40.526783155073126, -82.65675622724562 40.90136225917497, -82.79333384406097 41.50185138172187, -83.60019678206457 41.72421452886994))",41.12521199,-83.45245698,35
83275efffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-90.76556646509754 44.4976468251136, -91.3842389088904 44.06279004056187, -91.12917935820074 43.46540889274156, -90.2724428472329 43.29669345500196, -89.65167499213148 43.72195472101391, -89.88945016677461 44.325461082311406, -90.76556646509754 44.4976468251136))",43.89732386,-90.51506039,37
83275afffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-91.12917935820074 43.46540889274156, -91.72982259888487 43.03479179058443, -91.47626179179873 42.444959538714684, -90.63813445451983 42.27956124675445, -90.03523203991399 42.70073950859949, -90.2724428472329 43.29669345500196, -91.12917935820074 43.46540889274156))",42.87262714,-90.87981714,38
83275dfffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-88.15158637167617 43.96088516936851, -88.79219285436993 43.541634056202845, -88.57218361194573 42.93995835635918, -87.72933357467593 42.75216662666623, -87.08855782006776 43.161775403590255, -87.29055066840296 43.768738470563186, -88.15158637167617 43.96088516936851))",43.35650848,-87.93710765,36
832751fffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-90.3842448618241 45.5410685583273, -91.02195806182638 45.102356925684276, -90.76556646509754 44.4976468251136, -89.88945016677461 44.325461082311406, -89.2498380316499 44.754421111754795, -89.48793567147152 45.36524780371865, -90.3842448618241 45.5410685583273))",44.93342987,-90.13279789,37
832750fffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-91.5556878387775 46.31947489246789, -92.19051450261024 45.870995259652034, -91.91464589780551 45.26573817296497, -91.02195806182638 45.102356925684276, -90.3842448618241 45.5410685583273, -90.64177118328807 46.1528644242463, -91.5556878387775 46.31947489246789))",45.71118528,-91.28439582,38
832753fffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-91.91464589780551 45.26573817296497, -92.5302926785185 44.821273183839324, -92.25659268619185 44.22309542285666, -91.3842389088904 44.06279004056187, -90.76556646509754 44.4976468251136, -91.02195806182638 45.102356925684276, -91.91464589780551 45.26573817296497))",44.66451939,-91.64514571,37
83275cfffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-89.2498380316499 44.754421111754795, -89.88945016677461 44.325461082311406, -89.65167499213148 43.72195472101391, -88.79219285436993 43.541634056202845, -88.15158637167617 43.96088516936851, -88.37117900977665 44.57009027269659, -89.2498380316499 44.754421111754795))",44.14809716,-89.01732416,38
832758fffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-89.65167499213148 43.72195472101391, -90.2724428472329 43.29669345500196, -90.03523203991399 42.70073950859949, -89.19419148461513 42.5242543323128, -88.57218361194573 42.93995835635918, -88.79219285436993 43.541634056202845, -89.65167499213148 43.72195472101391))",43.12316518,-89.4193244,37
832755fffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-89.98392497286626 46.595010573269114, -90.64177118328807 46.1528644242463, -90.3842448618241 45.5410685583273, -89.48793567147152 45.36524780371865, -88.82842497227374 45.79748655638779, -89.06656493399484 46.41537750220255, -89.98392497286626 46.595010573269114))",45.98030509,-89.73177508,37
832742fffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-88.82842497227374 45.79748655638779, -89.48793567147152 45.36524780371865, -89.2498380316499 44.754421111754795, -88.37117900977665 44.57009027269659, -87.71096057894515 44.99247002732748, -87.92981696089831 45.6089587550225, -88.82842497227374 45.79748655638779))",45.18386661,-88.59602994,38
832754fffffffff,49,55,1779806,0400000US55,55,WI,Wisconsin,0,1.4029E+11,29344951758,"POLYGON ((-91.17844711082972 47.38363185794514, -91.83357986131593 46.93155685393747, -91.5556878387775 46.31947489246789, -90.64177118328807 46.1528644242463, -89.98392497286626 46.595010573269114, -90.24235321110062 47.21362581446896, -91.17844711082972 47.38363185794514))",46.76853099,-90.90554909,38
8328f5fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-123.44954009529842 44.45459986505928, -123.0619138974771 45.00208270032211, -123.53071236925733 45.465305490261734, -124.38647153673104 45.37870875395827, -124.76426272977164 44.831308072053986, -124.29625240032743 44.370406328558374, -123.44954009529842 44.45459986505928))",44.91793351,-123.9141425,36
83288efffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-116.92835502755169 45.40218538401602, -116.48369847512731 45.92906853395805, -116.93698174171985 46.41955712866161, -117.8372371194877 46.38083671127496, -118.27385125808124 45.852954302391, -117.81841359189073 45.36478359426205, -116.92835502755169 45.40218538401602))",45.89242588,-117.3793134,37
8328a1fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-118.18247869023286 41.68422995487124, -117.76442128269251 42.23553428244955, -118.2045668263016 42.745886470577474, -119.06436946770576 42.70249769363313, -119.47459538788414 42.150515256074875, -119.03298857893009 41.642591167384964, -118.18247869023286 41.68422995487124))",42.19440102,-118.6200691,37
83288dfffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-119.58620856527754 45.26980078295986, -119.16278925258413 45.804672788118346, -119.62510983711626 46.282774681663604, -120.51192454027378 46.22363787040548, -120.92641545689142 45.68816677691276, -120.46316865071184 45.21241970759801, -119.58620856527754 45.26980078295986))",45.7477758,-120.0453756,36
8328f0fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-122.20136939043377 45.07843776721966, -121.80035362703275 45.620168930047534, -122.26940500099423 46.08572593247763, -123.13935229111728 46.0072026708798, -123.53071236925733 45.465305490261734, -123.0619138974771 45.00208270032211, -122.20136939043377 45.07843776721966))",45.54401951,-122.6665165,35
832881fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-116.91992232402644 44.37097056454859, -116.48024328983657 44.90411193249163, -116.92835502755169 45.40218538401602, -117.81841359189073 45.36478359426205, -118.25023610663773 44.83069062246023, -117.80001237423949 44.3349434916741, -116.91992232402644 44.37097056454859))",44.86880735,-117.365754,37
832818fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-123.29242940050585 42.39413795277967, -122.91207022260407 42.95208325014678, -123.37013129044753 43.43073937549555, -124.20798214738188 43.34902772978442, -124.57897471140045 42.79123388063512, -124.12159870974749 42.314985890182264, -123.29242940050585 42.39413795277967))",42.87289569,-123.7464865,34
8328abfffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-119.54817462838186 44.24316182050442, -119.12924580867032 44.7839795597143, -119.58620856527754 45.26980078295986, -120.46316865071184 45.21241970759801, -120.8733831358066 44.6710501427324, -120.41549568695858 44.187602185484444, -119.54817462838186 44.24316182050442))",44.72886395,-120.0020531,36
83281efffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-122.00605590090939 41.97743807131802, -121.61672150971295 42.53532547133135, -122.06974254043345 43.02387844152024, -122.91207022260407 42.95208325014678, -123.29242940050585 42.39413795277967, -122.83955755827012 41.90803269995417, -122.00605590090939 41.97743807131802))",42.46600947,-122.4554345,35
83281afffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-122.06974254043345 43.02387844152024, -121.6765887644535 43.57663313227531, -122.13483148443464 44.05769081450337, -122.98617149344268 43.98357867786782, -123.37013129044753 43.43073937549555, -122.91207022260407 42.95208325014678, -122.06974254043345 43.02387844152024))",43.50496198,-122.5242586,35
8328adfffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-120.77078746563868 42.59711240655074, -120.36887002957448 43.149580013902636, -120.82151985597137 43.640559801636826, -121.6765887644535 43.57663313227531, -122.06974254043345 43.02387844152024, -121.61672150971295 42.53532547133135, -120.77078746563868 42.59711240655074))",43.08804174,-121.2200933,37
83288cfffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-118.25023610663773 44.83069062246023, -117.81841359189073 45.36478359426205, -118.27385125808124 45.852954302391, -119.16278925258413 45.804672788118346, -119.58620856527754 45.26980078295986, -119.12924580867032 44.7839795597143, -118.25023610663773 44.83069062246023))",45.31867519,-118.7029547,35
832885fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-116.91167715946514 43.32630975792946, -116.47686545483118 43.865478388527336, -116.91992232402644 44.37097056454859, -117.80001237423949 44.3349434916741, -118.22714709007862 43.794861671093564, -117.78201941593719 43.291712928181326, -116.91167715946514 43.32630975792946))",43.83157136,-117.3524974,37
8328a3fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-116.90361334684562 42.268646199559925, -116.4735624014566 42.813588341266026, -116.91167715946514 43.32630975792946, -117.78201941593719 43.291712928181326, -118.2045668263016 42.745886470577474, -117.76442128269251 42.23553428244955, -116.90361334684562 42.268646199559925))",42.78113769,-117.3395335,37
8328a9fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-120.82151985597137 43.640559801636826, -120.41549568695858 44.187602185484444, -120.8733831358066 44.6710501427324, -121.73778461069527 44.60505288134455, -122.13483148443464 44.05769081450337, -121.6765887644535 43.57663313227531, -120.82151985597137 43.640559801636826))",44.12395969,-121.2759871,38
8328aafffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-118.22714709007862 43.794861671093564, -117.80001237423949 44.3349434916741, -118.25023610663773 44.83069062246023, -119.12924580867032 44.7839795597143, -119.54817462838186 44.24316182050442, -119.09644738968404 43.74978177246418, -118.22714709007862 43.794861671093564))",44.29042975,-118.6747083,35
8328a8fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-119.5109793717686 43.203253132665154, -119.09644738968404 43.74978177246418, -119.54817462838186 44.24316182050442, -120.41549568695858 44.187602185484444, -120.82151985597137 43.640559801636826, -120.36887002957448 43.149580013902636, -119.5109793717686 43.203253132665154))",43.69651655,-119.9596893,37
8328f6fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-120.8733831358066 44.6710501427324, -120.46316865071184 45.21241970759801, -120.92641545689142 45.68816677691276, -121.80035362703275 45.620168930047534, -122.20136939043377 45.07843776721966, -121.73778461069527 44.60505288134455, -120.8733831358066 44.6710501427324))",45.14674619,-121.3331309,36
8328f4fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-122.13483148443464 44.05769081450337, -121.73778461069527 44.60505288134455, -122.20136939043377 45.07843776721966, -123.0619138974771 45.00208270032211, -123.44954009529842 44.45459986505928, -122.98617149344268 43.98357867786782, -122.13483148443464 44.05769081450337))",44.53110363,-122.5946024,35
83281bfffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-123.37013129044753 43.43073937549555, -122.98617149344268 43.98357867786782, -123.44954009529842 44.45459986505928, -124.29625240032743 44.370406328558374, -124.67061556195907 43.81768844061778, -124.20798214738188 43.34902772978442, -123.37013129044753 43.43073937549555))",43.90186944,-123.8294016,34
8328acfffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-119.47459538788414 42.150515256074875, -119.06436946770576 42.70249769363313, -119.5109793717686 43.203253132665154, -120.36887002957448 43.149580013902636, -120.77078746563868 42.59711240655074, -120.32325760157734 42.098792740491525, -119.47459538788414 42.150515256074875))",42.65115112,-119.9182526,38
8328aefffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-118.2045668263016 42.745886470577474, -117.78201941593719 43.291712928181326, -118.22714709007862 43.794861671093564, -119.09644738968404 43.74978177246418, -119.5109793717686 43.203253132665154, -119.06436946770576 42.70249769363313, -118.2045668263016 42.745886470577474))",43.24885786,-118.6470865,37
832813fffffffff,50,41,1155107,0400000US41,41,OR,Oregon,0,2.48607E+11,6192386935,"POLYGON ((-120.72114945182996 41.54116945198091, -120.32325760157734 42.098792740491525, -120.77078746563868 42.59711240655074, -121.61672150971295 42.53532547133135, -122.00605590090939 41.97743807131802, -121.55814017112195 41.48159012976416, -120.72114945182996 41.54116945198091))",42.03943085,-121.1654089,37
83278cfffffffff,51,38,1779797,0400000US38,38,ND,North Dakota,0,1.78708E+11,4403267548,"POLYGON ((-104.14330482734766 47.27502787731518, -104.62043450111152 46.773556021096944, -104.19077675058249 46.21806105243364, -103.29433130519647 46.154747410600926, -102.80501189697222 46.6484532490752, -103.22392617768794 47.213263124004186, -104.14330482734766 47.27502787731518))",46.71622475,-103.7122512,41
832634fffffffff,51,38,1779797,0400000US38,38,ND,North Dakota,0,1.78708E+11,4403267548,"POLYGON ((-99.91704879397018 47.4715191071553, -100.45715469278788 46.98187518394739, -100.07176418829678 46.4044657573969, -99.15981844689327 46.3080068549222, -98.61020742528743 46.788922828395364, -98.98163304593196 47.375019255650244, -99.91704879397018 47.4715191071553))",46.89073594,-99.53230706,41
8327a8fffffffff,51,38,1779797,0400000US38,38,ND,North Dakota,0,1.78708E+11,4403267548,"POLYGON ((-102.63256199401155 48.789744776191945, -103.14983421967219 48.283319561088945, -102.72101533449673 47.713462012064824, -101.78723733433155 47.64071968962873, -101.25789410863916 48.13887926713146, -101.67394711231682 48.71806031949372, -102.63256199401155 48.789744776191945))",48.21652055,-102.2030297,42
